area_name,area_type,ref_period,crime_or_offence,measure_type,value
Dundee City,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,1847
Dundee City,Local Authority,2020/2021,all-group-5-crimes-against-society,count,2752
Dundee City,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,127
Dundee City,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,24
Dundee City,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,34
Dundee City,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,186
Dundee City,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,1
Dundee City,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,1135
Dundee City,Local Authority,2020/2021,all-group-6-antisocial-offences,count,1811
Dundee City,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,328
Dundee City,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,147
Dundee City,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,207
Dundee City,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,2
Renfrewshire,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,5
Dundee City,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,1
Renfrewshire,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,121
Renfrewshire,Local Authority,2020/2021,crimes-group-1-common-assault,count,1543
Renfrewshire,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,0
Dundee City,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,101
Dundee City,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,158
Dundee City,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,75
Dundee City,Local Authority,2020/2021,crimes-group-1-common-assault,count,2448
Dundee City,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,131
Dundee City,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,100
Dumfries and Galloway,Local Authority,2020/2021,all-group-2-sexual-crimes,count,467
Dumfries and Galloway,Local Authority,2020/2021,all-group-1-non-sexual-crimes-of-violence,count,1776
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-1-robbery,count,27
Dumfries and Galloway,Local Authority,2020/2021,all-group-3-crimes-of-dishonesty,count,2248
Dumfries and Galloway,Local Authority,2020/2021,all-crimes,count,8103
Clackmannanshire,Local Authority,2020/2021,offences-group-6-urinating-etc,count,3
Dumfries and Galloway,Local Authority,2020/2021,all-offences,count,9330
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-housebreaking,count,211
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-other-sexual-crimes,count,43
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-theft-by-opening-lockfast-places,count,47
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-sexual-assault,count,162
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-rape-attempted-rape,count,83
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-2-crimes-associated-with-prostitution,count,0
Dundee City,Local Authority,2020/2021,offences-group-8-speeding,count,1099
Dundee City,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,325
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-shoplifting,count,160
Dundee City,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,2622
Dundee City,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,6094
Dundee City,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,3
Dundee City,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,447
Clackmannanshire,Local Authority,2020/2021,crimes-group-5-crimes-against-public-justice,count,301
Clackmannanshire,Local Authority,2020/2021,crimes-group-4-fire-raising,count,26
Clackmannanshire,Local Authority,2020/2021,crimes-coronavirus-restrictions,count,174
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-fraud,count,129
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-other-theft,count,270
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-other-dishonesty,count,37
East Ayrshire,Local Authority,2020/2021,crimes-group-2-sexual-assault,count,105
East Ayrshire,Local Authority,2020/2021,crimes-group-2-rape-attempted-rape,count,36
East Ayrshire,Local Authority,2020/2021,crimes-group-2-other-sexual-crimes,count,39
East Ayrshire,Local Authority,2020/2021,crimes-group-2-crimes-associated-with-prostitution,count,0
East Ayrshire,Local Authority,2020/2021,all-group-3-crimes-of-dishonesty,count,2099
East Ayrshire,Local Authority,2020/2021,all-group-2-sexual-crimes,count,284
East Ayrshire,Local Authority,2020/2021,crimes-group-1-robbery,count,32
East Ayrshire,Local Authority,2020/2021,crimes-group-3-other-theft,count,760
East Ayrshire,Local Authority,2020/2021,crimes-group-3-shoplifting,count,556
East Ayrshire,Local Authority,2020/2021,crimes-group-3-fraud,count,261
East Ayrshire,Local Authority,2020/2021,crimes-group-3-theft-by-opening-lockfast-places,count,31
East Ayrshire,Local Authority,2020/2021,crimes-group-3-housebreaking,count,226
East Ayrshire,Local Authority,2020/2021,crimes-group-3-theft-from-a-motor-vehicle,count,61
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-other-dishonesty,count,155
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-fraud,count,431
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-4-fire-raising,count,67
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-shoplifting,count,405
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-theft-from-a-motor-vehicle,count,38
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-3-other-theft,count,920
East Ayrshire,Local Authority,2020/2021,all-offences,count,4023
East Ayrshire,Local Authority,2020/2021,all-crimes,count,6574
East Ayrshire,Local Authority,2020/2021,all-group-1-non-sexual-crimes-of-violence,count,1222
Dumfries and Galloway,Local Authority,2020/2021,crimes-coronavirus-restrictions,count,304
Dumfries and Galloway,Local Authority,2020/2021,crimes-group-5-crimes-against-public-justice,count,703
Dumfries and Galloway,Local Authority,2020/2021,offences-group-6-urinating-etc,count,42
City of Edinburgh,Local Authority,2020/2021,all-group-6-antisocial-offences,count,4716
City of Edinburgh,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,4166
City of Edinburgh,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,2090
City of Edinburgh,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,18
City of Edinburgh,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,42
City of Edinburgh,Local Authority,2020/2021,all-group-7-miscellaneous-offences,count,1179
City of Edinburgh,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,306
City of Edinburgh,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,519
City of Edinburgh,Local Authority,2020/2021,all-group-5-crimes-against-society,count,5737
City of Edinburgh,Local Authority,2020/2021,crimes-group-4-vandalism,count,3789
City of Edinburgh,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,349
City of Edinburgh,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,517
City of Edinburgh,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,368
City of Edinburgh,Local Authority,2020/2021,offences-group-8-speeding,count,299
City of Edinburgh,Local Authority,2020/2021,offences-group-8-unlawful-use-of-vehicle,count,3313
City of Edinburgh,Local Authority,2020/2021,offences-group-8-dangerous-and-careless-driving,count,978
City of Edinburgh,Local Authority,2020/2021,offences-group-8-driving-under-the-influence,count,484
City of Edinburgh,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,57
City of Edinburgh,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,69
City of Edinburgh,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,67
City of Edinburgh,Local Authority,2020/2021,offences-group-7-environmental-offences,count,70
City of Edinburgh,Local Authority,2020/2021,offences-group-7-licensing-offences,count,86
City of Edinburgh,Local Authority,2020/2021,offences-group-7-community-and-public-order-offences,count,883
City of Edinburgh,Local Authority,2020/2021,offences-group-7-other-misc-offences,count,59
City of Edinburgh,Local Authority,2020/2021,all-group-8-road-traffic-offences,count,7092
City of Edinburgh,Local Authority,2020/2021,offences-group-7-wildlife-offences,count,81
Clackmannanshire,Local Authority,2020/2021,all-group-3-crimes-of-dishonesty,count,729
Clackmannanshire,Local Authority,2020/2021,all-group-2-sexual-crimes,count,120
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-rape-attempted-rape,count,18
Clackmannanshire,Local Authority,2020/2021,crimes-group-1-robbery,count,29
Clackmannanshire,Local Authority,2020/2021,all-offences,count,1469
Clackmannanshire,Local Authority,2020/2021,all-crimes,count,3062
Clackmannanshire,Local Authority,2020/2021,all-group-1-non-sexual-crimes-of-violence,count,718
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-theft-by-opening-lockfast-places,count,12
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-housebreaking,count,87
Clackmannanshire,Local Authority,2020/2021,crimes-group-3-theft-from-a-motor-vehicle,count,7
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-crimes-associated-with-prostitution,count,0
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-sexual-assault,count,37
Clackmannanshire,Local Authority,2020/2021,crimes-group-2-other-sexual-crimes,count,15
City of Edinburgh,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,160
City of Edinburgh,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,62
City of Edinburgh,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,170
City of Edinburgh,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,649
City of Edinburgh,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,4526
City of Edinburgh,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,69
City of Edinburgh,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,3
City of Edinburgh,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,262
City of Edinburgh,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,2
City of Edinburgh,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,135
City of Edinburgh,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,333
City of Edinburgh,Local Authority,2020/2021,crimes-group-1-common-assault,count,5209
Midlothian,Local Authority,2020/2021,crimes-group-2-indecent-photos-of-children,count,17
Midlothian,Local Authority,2020/2021,crimes-group-3-theft-of-a-motor-vehicle,count,89
Midlothian,Local Authority,2020/2021,crimes-group-2-communicating-indecently,count,21
Midlothian,Local Authority,2020/2021,crimes-group-2-threatening-to-or-disclosing-intimate-images,count,17
Midlothian,Local Authority,2020/2021,crimes-group-4-vandalism,count,598
Midlothian,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,90
Midlothian,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,724
Midlothian,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,43
Midlothian,Local Authority,2020/2021,crimes-group-1-common-assault,count,720
Midlothian,Local Authority,2020/2021,crimes-group-1-causing-death-by-driving-dangerously,count,0
Midlothian,Local Authority,2020/2021,crimes-group-1-other-non-sexual-violence,count,42
Midlothian,Local Authority,2020/2021,crimes-group-2-causing-to-view-sexual-activity-or-images,count,33
Midlothian,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,17
West Lothian,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,70
West Lothian,Local Authority,2020/2021,offences-group-8-seat-belt-offences,count,52
Midlothian,Local Authority,2020/2021,all-group-6-antisocial-offences,count,804
West Lothian,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,666
Midlothian,Local Authority,2020/2021,offences-group-8-other-road-traffic-offences,count,339
Midlothian,Local Authority,2020/2021,offences-group-8-mobile-phone-offences,count,16
West Lothian,Local Authority,2020/2021,offences-group-8-vehicle-defect-offences,count,76
Midlothian,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,46
Midlothian,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,31
Midlothian,Local Authority,2020/2021,all-group-5-crimes-against-society,count,983
Midlothian,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,376
Midlothian,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,0
Midlothian,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,76
Inverclyde,Local Authority,2020/2021,crimes-group-5-weapons-possession-not-used,count,97
Inverclyde,Local Authority,2020/2021,all-group-5-crimes-against-society,count,1337
Inverclyde,Local Authority,2020/2021,crimes-group-5-drugs-supply,count,58
Inverclyde,Local Authority,2020/2021,crimes-group-5-weapons-possession-used,count,74
Inverclyde,Local Authority,2020/2021,crimes-group-4-vandalism,count,479
Inverclyde,Local Authority,2020/2021,all-group-4-damage-and-reckless-behaviour,count,567
Inverclyde,Local Authority,2020/2021,crimes-group-4-reckless-conduct,count,39
Inverclyde,Local Authority,2020/2021,offences-group-6-racially-aggravated-conduct,count,11
Inverclyde,Local Authority,2020/2021,offences-group-6-threatening-and-abusive-behaviour,count,694
Inverclyde,Local Authority,2020/2021,offences-group-6-drunkenness-and-other-disorderly-conduct,count,65
Inverclyde,Local Authority,2020/2021,crimes-group-5-other-crimes-against-society,count,5
Inverclyde,Local Authority,2020/2021,crimes-group-5-drugs-possession,count,576
Inverclyde,Local Authority,2020/2021,all-group-6-antisocial-offences,count,778
Inverclyde,Local Authority,2020/2021,crimes-group-1-common-assault,count,643
Inverclyde,Local Authority,2020/2021,crimes-group-1-serious-assault-and-attempted-murder,count,77
Inverclyde,Local Authority,2020/2021,crimes-group-1-domestic-abuse-scotland-act-2018,count,8
Inverclyde,Local Authority,2020/2021,crimes-group-1-murder-and-culpable-homicide,count,1
